Start_Date,End_Date,Data_Used,timediff
2025-05-11,2025-05-11,88.07,0-0 0 0:9:46
2025-12-16,2025-12-16,1.54,0-0 0 0:0:26
2025-09-10,2025-09-10,4.86,0-0 0 0:1:15
2026-03-08,2026-03-08,23.49,0-0 0 0:3:26
2025-11-21,2025-11-21,8.52,0-0 0 0:3:0
2025-10-09,2025-10-09,32.71,0-0 0 0:6:18
2025-05-13,2025-05-13,9.42,0-0 0 0:1:6
2026-03-02,2026-03-02,85.21,0-0 0 0:22:55
2025-07-06,2025-07-06,8.36,0-0 0 0:2:13
2025-09-13,2025-09-13,11.29,0-0 0 0:4:55
2025-09-04,2025-09-04,44.78,0-0 0 0:4:37
2026-01-18,2026-01-18,11.64,0-0 0 0:2:41
2026-03-19,2026-03-19,288.87,0-0 0 0:25:37
2025-07-10,2025-07-10,17.99,0-0 0 0:2:39
2025-12-03,2025-12-03,50.85,0-0 0 0:4:45
2026-02-01,2026-02-01,76.79,0-0 0 0:10:17
2025-10-07,2025-10-07,8.9,0-0 0 0:2:52
2025-08-06,2025-08-06,22.73,0-0 0 0:4:15
2025-12-08,2025-12-08,11.21,0-0 0 0:2:53
2025-05-22,2025-05-22,0.61,0-0 0 0:0:19
2025-08-24,2025-08-24,16.41,0-0 0 0:2:51
2025-10-22,2025-10-22,5.89,0-0 0 0:1:59
2025-09-25,2025-09-25,35.0,0-0 0 0:11:55
2026-03-31,2026-03-31,1.99,0-0 0 0:0:15
2025-06-26,2025-06-26,134.1,0-0 0 0:25:49
2026-02-10,2026-02-10,4.3,0-0 0 0:0:30
2025-06-26,2025-06-26,20.63,0-0 0 0:4:28
2025-07-14,2025-07-14,1.97,0-0 0 0:1:14
2026-02-01,2026-02-01,9.65,0-0 0 0:2:19
2026-04-11,2026-04-11,135.14,0-0 0 0:18:0
2026-04-28,2026-04-28,19.59,0-0 0 0:1:57
2025-10-13,2025-10-13,12.87,0-0 0 0:2:9
2025-07-13,2025-07-13,39.12,0-0 0 0:3:27
2025-11-06,2025-11-06,269.67,0-0 0 0:27:36
2025-12-25,2025-12-25,47.01,0-0 0 0:16:41
2025-12-23,2025-12-23,35.74,0-0 0 0:11:10
2026-02-13,2026-02-13,16.16,0-0 0 0:1:29
2025-11-28,2025-11-28,6.24,0-0 0 0:1:56
2025-08-02,2025-08-02,2.2,0-0 0 0:0:29
2025-06-15,2025-06-15,16.68,0-0 0 0:2:58
2025-10-26,2025-10-26,45.92,0-0 0 0:4:35
2026-01-15,2026-01-15,17.59,0-0 0 0:9:10
2025-11-27,2025-11-27,645.28,0-0 0 1:4:55
2025-11-05,2025-11-05,0.8,0-0 0 0:0:42
2025-10-19,2025-10-19,21.22,0-0 0 0:4:4
2026-01-31,2026-01-31,28.82,0-0 0 0:4:40
2026-02-10,2026-02-10,187.76,0-0 0 0:23:4
2025-05-22,2025-05-22,7.85,0-0 0 0:3:14
2026-04-06,2026-04-06,298.0,0-0 0 0:29:33
2025-07-20,2025-07-20,1027.01,0-0 0 1:37:27
2025-07-24,2025-07-24,14.36,0-0 0 0:4:22
2025-10-13,2025-10-13,17.4,0-0 0 0:3:35
2026-02-27,2026-02-27,14.69,0-0 0 0:1:56
2025-10-11,2025-10-11,1.29,0-0 0 0:1:13
2026-01-12,2026-01-12,16.71,0-0 0 0:4:51
2026-04-08,2026-04-08,218.38,0-0 0 0:28:10
2026-01-25,2026-01-25,55.89,0-0 0 0:10:7
2025-11-25,2025-11-25,158.3,0-0 0 0:21:49
2026-05-09,2026-05-09,27.76,0-0 0 0:20:51
2025-09-08,2025-09-08,14.4,0-0 0 0:9:7
2025-05-15,2025-05-15,2.22,0-0 0 0:0:25
2026-02-14,2026-02-14,4.25,0-0 0 0:1:21
2025-10-08,2025-10-08,35.76,0-0 0 0:3:30
2025-10-11,2025-10-11,16.09,0-0 0 0:4:10
2025-08-12,2025-08-12,4.1,0-0 0 0:0:44
2025-09-16,2025-09-16,39.27,0-0 0 0:4:11
2025-07-16,2025-07-16,16.05,0-0 0 0:2:15
2026-01-10,2026-01-10,51.67,0-0 0 0:4:42
2026-04-28,2026-04-28,15.32,0-0 0 -0:0:32
2026-01-29,2026-01-29,12.72,0-0 0 0:2:47
2025-05-25,2025-05-25,22.61,0-0 0 0:4:8
